Current,REG0,REG1,REG2,REG3,REG4,REG5,REG6
1.24,0,1,0,16,3,33,95,
1.24,255,1,0,20,213,32,95,
1.24,255,1,255,24,244,47,96,
1.24,0,1,255,28,5,47,95,
1.24,255,1,255,16,225,47,96,
1.24,255,1,255,20,195,47,95,
1.24,0,1,0,24,19,33,94,
1.24,255,1,255,28,241,46,95,
1.24,255,1,255,16,213,47,95,
1.24,0,1,255,20,19,47,95,
1.24,255,1,0,24,213,33,96,
1.24,255,1,0,28,230,32,96,
1.24,255,1,0,16,244,32,95,
1.24,0,1,0,20,3,32,96,
1.339,255,1,255,16,247,46,96,
1.339,255,1,255,20,229,46,95,
1.339,0,1,0,24,4,32,95,
1.339,255,1,255,28,213,47,95,
1.339,255,1,0,16,230,32,95,
1.339,255,1,255,20,231,47,96,
1.339,255,1,0,24,214,32,95,
1.339,0,1,0,28,3,32,94,
1.339,255,1,0,16,148,33,96,
1.339,255,1,0,20,182,32,95,
1.339,255,1,255,24,213,47,94,
1.339,255,1,255,28,230,47,95,
1.339,0,1,0,16,23,32,96,
1.339,255,1,0,20,217,33,95,
1.339,255,1,255,24,248,46,95,
1.339,255,1,255,28,230,47,96,
1.339,255,1,0,16,230,32,95,
1.339,0,1,255,20,3,47,95,
1.339,255,1,0,24,246,32,96,
1.339,255,1,255,28,229,46,96,
1.339,255,1,255,16,244,47,95,
1.339,255,1,255,20,227,47,95,
1.339,0,1,0,24,5,32,96,
1.339,255,1,0,28,226,32,95,
1.339,255,1,0,16,247,32,95,
1.339,255,1,0,20,245,32,95,
1.339,255,1,0,24,228,33,95,
1.339,255,1,255,28,213,47,96,
1.339,255,1,255,16,214,47,96,
1.339,0,1,255,20,3,47,95,
1.339,255,1,255,24,248,47,95,
1.339,255,1,0,28,230,32,95,
1.339,255,1,255,16,213,47,94,
1.339,255,1,255,20,244,47,94,
1.339,0,1,255,24,21,47,95,
1.339,255,1,255,28,229,47,95,
1.339,255,1,255,16,215,47,95,
1.339,255,1,0,20,245,32,94,
1.339,0,1,0,24,6,32,95,
1.339,0,1,0,28,7,33,95,
1.339,0,1,255,16,4,47,95,
1.339,255,1,255,20,228,45,95,
1.339,0,1,0,24,5,32,94,
1.339,255,1,255,28,244,47,95,
1.339,255,1,255,16,232,47,96,
1.339,255,1,0,20,228,32,95,
1.339,0,1,255,24,24,46,96,
1.339,255,1,0,28,213,32,95,
1.339,255,1,0,16,216,32,95,
1.339,0,1,0,20,21,32,95,
1.439,255,1,255,16,246,47,95,
1.439,255,1,0,20,216,32,95,
1.439,0,1,255,24,8,47,95,
1.439,0,1,0,28,8,32,96,
1.439,255,1,0,16,232,33,95,
1.439,255,1,0,20,250,32,95,
1.439,255,1,0,24,201,32,95,
1.439,255,1,255,28,227,47,95,
1.439,255,1,0,16,216,32,95,
1.439,255,1,255,20,199,47,94,
1.439,255,1,0,24,184,33,95,
1.439,255,1,0,28,211,32,95,
1.439,0,1,0,16,6,32,95,
1.439,255,1,0,20,231,33,95,
1.439,255,1,0,24,233,32,95,
1.439,255,1,0,28,247,32,94,
1.439,255,1,0,16,232,32,95,
1.439,255,1,0,20,232,32,95,
1.439,0,1,0,24,20,32,95,
1.439,255,1,255,28,233,47,95,
1.439,0,1,0,16,4,32,95,
1.439,255,1,255,20,248,47,96,
1.439,0,1,0,24,24,33,96,
1.439,255,1,0,28,229,32,95,
1.439,255,1,255,16,201,47,95,
1.439,255,1,255,20,247,47,95,
1.439,255,1,0,24,232,32,96,
1.439,255,1,255,28,232,47,94,
1.439,255,1,0,16,248,33,95,
1.439,255,1,0,20,216,32,95,
1.439,255,1,255,24,215,47,95,
1.439,255,1,255,28,247,47,95,
1.439,255,1,255,16,218,47,95,
1.439,0,1,255,20,23,47,95,
1.439,255,1,0,24,230,32,95,
1.439,255,1,255,28,231,47,95,
1.439,255,1,0,16,231,32,95,
1.439,255,1,0,20,248,32,94,
1.439,255,1,0,24,201,32,95,
1.439,0,1,0,28,6,33,95,
1.439,0,1,255,16,37,47,96,
1.439,255,1,255,20,247,47,95,
1.439,0,1,255,24,22,47,95,
1.439,255,1,255,28,231,47,96,
1.439,0,1,0,16,21,32,95,
1.439,255,1,255,20,199,47,95,
1.439,255,1,0,24,201,32,95,
1.439,255,1,0,28,231,32,95,
1.439,0,1,255,16,7,47,95,
1.439,255,1,255,20,246,47,96,
1.538,255,1,0,16,232,32,95,
1.538,255,1,0,20,248,32,96,
1.538,255,1,255,24,231,47,95,
1.538,255,1,255,28,234,47,95,
1.538,255,1,0,16,249,32,95,
1.538,0,1,255,20,11,47,95,
1.538,255,1,255,24,235,47,95,
1.538,255,1,255,28,231,47,95,
1.538,255,1,0,16,248,33,94,
1.538,255,1,255,20,250,47,95,
1.538,0,1,255,24,10,46,95,
1.538,255,1,0,28,249,32,96,
1.538,255,1,255,16,231,47,96,
1.538,0,1,0,20,7,32,95,
1.538,255,1,0,24,216,33,95,
1.538,255,1,0,28,236,32,94,
1.538,255,1,255,16,249,46,95,
1.538,0,1,255,20,23,47,95,
1.538,255,1,255,24,249,47,95,
1.538,255,1,255,28,248,46,95,
1.538,255,1,0,16,216,32,95,
1.538,255,1,0,20,231,32,95,
1.538,255,1,0,24,251,32,96,
1.538,0,1,0,28,9,32,96,
1.538,255,1,0,16,218,33,95,
1.538,255,1,255,20,231,47,96,
1.538,0,1,255,24,11,47,95,
1.538,255,1,0,28,232,33,95,
1.538,0,1,255,16,11,47,96,
1.538,255,1,255,20,233,47,95,
1.538,255,1,255,24,237,47,95,
1.538,255,1,0,28,230,32,96,
1.538,255,1,255,16,168,47,96,
1.538,255,1,0,20,202,32,94,
1.538,255,1,255,24,251,47,95,
1.538,255,1,0,28,233,32,96,
1.538,255,1,0,16,248,32,95,
1.538,255,1,0,20,215,32,96,
1.538,255,1,255,24,200,47,96,
1.538,255,1,0,28,247,32,95,
1.538,255,1,0,16,247,32,95,
1.538,0,1,255,20,26,47,95,
1.538,255,1,255,24,231,47,95,
1.538,255,1,0,28,217,32,95,
1.538,255,1,0,16,218,32,95,
1.538,255,1,255,20,249,46,96,
1.538,255,1,0,24,230,33,94,
1.538,255,1,0,28,234,32,95,
1.538,255,1,255,16,201,47,95,
1.538,255,1,0,20,249,32,95,
1.637,255,1,255,16,251,47,94,
1.637,255,1,255,20,234,47,95,
1.637,255,1,255,24,233,46,95,
1.637,255,1,0,28,239,32,96,
1.637,255,1,255,16,236,47,95,
1.637,255,1,0,20,218,32,95,
1.637,255,1,0,24,250,32,95,
1.637,255,1,0,28,251,32,95,
1.637,255,1,255,16,220,47,96,
1.637,255,1,0,20,218,33,95,
1.637,255,1,0,24,232,32,95,
1.637,255,1,255,28,235,47,96,
1.637,255,1,255,16,250,47,96,
1.637,255,1,255,20,233,46,96,
1.637,255,1,0,24,236,32,96,
1.637,0,1,0,28,26,32,95,
1.637,255,1,255,16,168,46,95,
1.637,255,1,255,20,252,47,96,
1.637,255,1,255,24,233,47,95,
1.637,255,1,0,28,234,32,95,
1.637,255,1,255,16,252,47,96,
1.637,255,1,255,20,203,47,95,
1.637,255,1,0,24,205,32,95,
1.637,255,1,255,28,235,47,96,
1.637,255,1,255,16,249,47,96,
1.637,255,1,255,20,233,47,96,
1.637,255,1,255,24,221,47,96,
1.637,255,1,255,28,235,47,95,
1.637,255,1,255,16,234,47,95,
1.637,255,1,0,20,248,32,96,
1.637,255,1,255,24,219,47,95,
1.637,255,1,0,28,237,33,96,
1.637,255,1,0,16,220,32,95,
1.637,255,1,255,20,233,46,96,
1.637,255,1,255,24,219,46,96,
1.637,255,1,0,28,249,32,96,
1.637,255,1,255,16,220,47,95,
1.637,255,1,255,20,202,47,95,
1.637,255,1,255,24,218,47,95,
1.637,255,1,255,28,250,47,95,
1.637,0,1,255,16,9,47,96,
1.637,0,1,255,20,11,47,95,
1.637,255,1,255,24,202,47,96,
1.637,255,1,255,28,233,47,95,
1.637,255,1,255,16,232,47,96,
1.637,255,1,0,20,217,32,96,
1.637,255,1,0,24,218,32,95,
1.637,255,1,255,28,250,47,96,
1.637,255,1,0,16,203,32,95,
1.637,255,1,255,20,218,46,96,
1.736,255,1,255,16,237,47,95,
1.736,255,1,255,20,252,47,96,
1.736,255,1,255,24,253,47,95,
1.736,255,1,0,28,251,32,95,
1.736,0,1,255,16,8,47,95,
1.736,255,1,255,20,220,47,95,
1.736,255,1,0,24,252,32,96,
1.736,255,1,255,28,221,47,96,
1.736,255,1,255,16,234,47,95,
1.736,255,1,0,20,221,32,95,
1.736,255,1,255,24,219,47,94,
1.736,255,1,0,28,220,32,94,
1.736,255,1,0,16,252,32,95,
1.736,255,1,0,20,205,33,95,
1.736,255,1,0,24,222,32,95,
1.736,255,1,255,28,237,47,95,
1.736,255,1,255,16,236,46,95,
1.736,255,1,255,20,237,47,95,
1.736,255,1,0,24,251,32,95,
1.736,255,1,0,28,236,33,94,
1.736,255,1,0,16,236,32,94,
1.736,255,1,0,20,252,32,96,
1.736,255,1,255,24,220,47,95,
1.736,255,1,255,28,222,47,94,
1.736,255,1,255,16,236,47,95,
1.736,255,1,255,20,251,45,96,
1.736,255,1,0,24,235,32,95,
1.736,255,1,255,28,236,47,95,
1.736,255,1,255,16,220,47,95,
1.736,255,1,0,20,218,33,96,
1.736,255,1,0,24,250,32,96,
1.736,255,1,255,28,237,46,95,
1.736,255,1,0,16,221,32,95,
1.736,255,1,255,20,221,46,96,
1.736,255,1,0,24,252,33,96,
1.736,255,1,255,28,236,47,95,
1.736,0,1,0,16,9,32,95,
1.736,255,1,255,20,237,47,95,
1.736,255,1,255,24,237,47,96,
1.736,255,1,255,28,251,47,95,
1.736,255,1,255,16,205,47,95,
1.736,255,1,255,20,217,47,95,
1.736,255,1,0,24,252,32,95,
1.736,255,1,255,28,252,47,96,
1.736,255,1,255,16,237,47,96,
1.736,255,1,255,20,237,47,95,
1.736,255,1,0,24,217,32,96,
1.736,255,1,0,28,236,32,95,
1.736,255,1,255,16,171,47,95,
1.736,0,1,0,20,10,32,94,
1.836,255,1,255,16,223,47,95,
1.836,255,1,255,20,252,46,96,
1.836,255,1,255,24,239,46,95,
1.836,255,1,255,28,253,47,95,
1.836,255,1,255,16,206,47,95,
1.836,255,1,0,20,221,32,95,
1.836,255,1,255,24,222,47,95,
1.836,255,1,0,28,254,32,95,
1.836,0,1,0,16,13,32,95,
1.836,255,1,0,20,237,32,94,
1.836,255,1,0,24,206,32,95,
1.836,255,2,0,28,224,32,95,
1.836,0,1,255,16,14,46,95,
1.836,255,1,0,20,238,32,95,
1.836,255,1,255,24,236,47,95,
1.836,255,1,255,28,238,47,94,
1.836,255,1,255,16,253,47,95,
1.836,255,1,0,20,252,32,95,
1.836,255,1,255,24,238,47,96,
1.836,255,1,255,28,207,46,95,
1.836,255,1,0,16,239,32,95,
1.836,255,1,0,20,222,32,94,
1.836,255,1,255,24,238,47,95,
1.836,0,1,255,28,12,47,95,
1.836,255,1,255,16,221,47,95,
1.836,255,1,255,20,221,47,95,
1.836,0,1,255,24,14,47,95,
1.836,255,2,0,28,176,32,96,
1.836,255,1,0,16,254,33,95,
1.836,255,1,255,20,254,47,95,
1.836,255,1,255,24,219,47,95,
1.836,255,1,0,28,239,32,95,
1.836,255,1,255,16,235,46,96,
1.836,255,1,0,20,236,32,95,
1.836,255,1,0,24,238,32,96,
1.836,255,1,255,28,235,47,95,
1.836,0,1,255,16,13,47,95,
1.836,255,1,255,20,251,47,95,
1.836,255,1,255,24,251,47,95,
1.836,255,1,0,28,254,32,95,
1.836,255,1,255,16,253,46,95,
1.836,255,1,255,20,222,47,95,
1.836,255,1,0,24,239,32,94,
1.836,255,1,255,28,205,47,95,
1.836,255,1,0,16,220,32,95,
1.836,255,1,0,20,206,32,95,
1.836,255,1,0,24,238,33,95,
1.836,255,1,255,28,253,47,95,
1.836,255,1,0,16,222,32,96,
1.836,255,1,255,20,252,47,96,
1.935,255,1,0,16,237,32,95,
1.935,255,1,0,20,253,33,95,
1.935,0,2,255,24,0,46,94,
1.935,255,2,255,28,225,47,95,
1.935,255,1,0,16,239,32,95,
1.935,255,1,255,20,205,46,95,
1.935,255,1,255,24,191,47,95,
1.935,255,1,255,28,255,47,94,
1.935,255,1,255,16,255,47,95,
1.935,255,1,0,20,206,32,96,
1.935,255,2,0,24,224,32,95,
1.935,0,2,0,28,0,32,96,
1.935,255,1,255,16,205,47,95,
1.935,255,1,255,20,238,46,95,
1.935,0,2,255,24,0,47,95,
1.935,0,2,0,28,0,32,95,
1.935,255,2,0,16,208,32,94,
1.935,0,1,0,20,30,32,96,
1.935,255,1,255,24,223,47,95,
1.935,255,1,0,28,237,32,94,
1.935,255,1,0,16,238,33,95,
1.935,255,2,255,20,209,46,96,
1.935,255,2,255,24,193,47,95,
1.935,255,2,255,28,208,47,95,
1.935,255,1,255,16,254,46,96,
1.935,255,2,255,20,224,47,95,
1.935,255,1,0,24,238,32,95,
1.935,255,2,0,28,224,32,96,
1.935,255,1,0,16,191,32,95,
1.935,255,2,0,20,208,32,94,
1.935,255,1,255,24,255,47,94,
1.935,0,2,0,28,17,32,95,
1.935,255,2,0,16,208,32,95,
1.935,255,2,0,20,224,32,95,
1.935,255,1,255,24,239,46,95,
1.935,255,1,0,28,223,32,96,
1.935,255,2,255,16,192,47,95,
1.935,255,1,0,20,223,33,95,
1.935,255,1,0,24,238,32,95,
1.935,255,1,255,28,223,47,96,
1.935,255,1,0,16,238,32,96,
1.935,255,1,255,20,206,47,95,
1.935,255,2,255,24,193,47,95,
1.935,255,1,255,28,221,47,95,
1.935,255,1,255,16,239,47,94,
1.935,0,1,255,20,30,47,95,
1.935,255,2,255,24,208,47,95,
1.935,255,2,0,28,208,32,96,
1.935,255,2,255,16,240,46,95,
1.935,255,1,0,20,207,32,96,
2.034,255,2,255,16,193,47,96,
2.034,255,2,255,20,208,47,96,
2.034,0,2,0,24,16,33,95,
2.034,0,2,255,28,34,47,95,
2.034,255,2,255,16,224,47,96,
2.034,255,2,0,20,192,32,95,
2.034,255,2,0,24,210,32,95,
2.034,255,1,0,28,239,32,94,
2.034,255,2,0,16,194,32,94,
2.034,255,1,0,20,254,32,95,
2.034,255,2,255,24,241,47,95,
2.034,255,2,0,28,193,32,95,
2.034,255,2,0,16,194,32,95,
2.034,255,2,255,20,210,47,95,
2.034,255,1,255,24,223,46,95,
2.034,255,1,255,28,239,46,95,
2.034,255,2,0,16,176,32,95,
2.034,255,2,255,20,227,47,95,
2.034,255,2,0,24,160,32,95,
2.034,255,2,255,28,209,45,95,
2.034,0,2,255,16,0,47,95,
2.034,0,2,255,20,33,47,95,
2.034,0,2,255,24,0,47,96,
2.034,255,1,0,28,238,32,94,
2.034,255,2,0,16,242,32,95,
2.034,255,2,255,20,241,47,95,
2.034,255,2,255,24,224,47,95,
2.034,255,2,255,28,209,46,95,
2.034,255,2,0,16,208,32,95,
2.034,255,2,255,20,192,47,95,
2.034,255,1,255,24,254,47,96,
2.034,255,2,0,28,209,32,95,
2.034,255,2,0,16,193,32,95,
2.034,255,2,0,20,161,33,95,
2.034,255,2,0,24,209,32,95,
2.034,255,2,0,28,210,33,95,
2.034,255,1,255,16,239,47,95,
2.034,0,2,255,20,1,47,95,
2.034,255,1,255,24,239,47,96,
2.034,255,2,255,28,242,47,95,
2.034,255,2,0,16,224,32,94,
2.034,255,2,255,20,194,47,95,
2.034,255,2,0,24,241,33,95,
2.034,255,2,0,28,226,32,95,
2.034,255,2,255,16,208,47,95,
2.034,255,2,255,20,193,47,95,
2.034,255,2,255,24,192,47,95,
2.034,255,1,255,28,255,47,95,
2.034,255,2,255,16,226,47,95,
2.034,255,1,0,20,191,32,96,
2.133,0,2,0,16,1,32,95,
2.133,255,2,0,20,209,32,96,
2.133,255,2,255,24,241,47,95,
2.133,255,2,255,28,226,47,96,
2.133,255,2,0,16,179,32,95,
2.133,255,2,0,20,195,33,95,
2.133,255,2,255,24,196,47,95,
2.133,255,2,255,28,226,47,95,
2.133,255,2,255,16,226,47,95,
2.133,255,2,255,20,195,47,95,
2.133,255,2,0,24,211,32,95,
2.133,255,2,255,28,178,46,95,
2.133,255,2,255,16,241,47,95,
2.133,255,2,255,20,209,47,95,
2.133,255,2,255,24,243,46,94,
2.133,255,2,255,28,195,47,95,
2.133,255,2,0,16,226,32,95,
2.133,255,2,255,20,210,47,96,
2.133,255,2,255,24,225,47,95,
2.133,255,2,0,28,192,32,95,
2.133,0,2,0,16,18,33,95,
2.133,255,2,255,20,179,47,96,
2.133,255,1,255,24,239,47,95,
2.133,0,2,255,28,1,46,94,
2.133,255,2,255,16,227,47,96,
2.133,255,2,0,20,209,32,95,
2.133,255,2,0,24,178,32,96,
2.133,255,2,255,28,225,47,95,
2.133,255,1,0,16,223,32,95,
2.133,255,2,0,20,243,33,95,
2.133,255,2,255,24,211,47,96,
2.133,255,2,0,28,210,32,95,
2.133,255,2,0,16,211,32,95,
2.133,255,2,255,20,226,47,95,
2.133,255,2,255,24,195,47,95,
2.133,255,2,255,28,210,46,95,
2.133,255,2,255,16,209,47,94,
2.133,255,2,0,20,226,32,95,
2.133,255,2,255,24,210,45,96,
2.133,255,2,255,28,228,47,94,
2.133,255,2,255,16,244,47,95,
2.133,255,2,255,20,228,47,96,
2.133,255,2,255,24,194,47,96,
2.133,255,2,255,28,226,47,95,
2.133,255,2,255,16,226,47,95,
2.133,255,2,255,20,241,47,95,
2.133,255,2,255,24,209,46,96,
2.133,255,2,255,28,161,47,95,
2.133,255,2,0,16,160,32,96,
2.133,255,2,255,20,243,47,95,
2.231,255,2,0,16,212,32,97,
2.231,255,2,255,20,197,47,95,
2.231,255,2,255,24,227,47,96,
2.231,255,1,255,28,254,47,95,
2.231,255,2,255,16,245,47,96,
2.231,255,2,0,20,244,32,96,
2.231,255,2,0,24,243,32,95,
2.231,255,2,255,28,244,47,95,
2.231,255,2,255,16,208,47,95,
2.231,255,2,255,20,212,47,96,
2.231,255,2,0,24,227,33,96,
2.231,255,2,0,28,244,32,96,
2.231,255,2,0,16,228,32,96,
2.231,255,2,255,20,244,47,96,
2.231,255,2,255,24,179,45,97,
2.231,255,2,255,28,212,46,96,
2.231,255,2,0,16,210,32,96,
2.231,255,2,255,20,226,47,96,
2.231,255,2,0,24,244,32,96,
2.231,255,2,255,28,195,47,96,
2.231,255,2,255,16,240,47,96,
2.231,255,2,255,20,210,47,97,
2.231,255,2,255,24,213,47,96,
2.231,255,2,0,28,229,32,96,
2.231,255,2,255,16,227,47,95,
2.231,255,2,255,20,226,47,96,
2.231,0,2,0,24,4,32,96,
2.231,255,2,255,28,242,47,96,
2.231,255,2,0,16,243,32,95,
2.231,255,2,255,20,243,47,96,
2.231,255,2,255,24,212,47,96,
2.231,255,2,0,28,212,32,96,
2.231,255,2,0,16,210,32,96,
2.231,255,2,255,20,195,47,96,
2.231,255,2,0,24,241,32,95,
2.231,255,2,255,28,225,47,96,
2.231,255,2,255,16,226,47,96,
2.231,255,2,0,20,227,32,95,
2.231,255,2,0,24,227,32,96,
2.231,255,2,255,28,226,47,96,
2.231,255,2,255,16,226,47,95,
2.231,255,2,255,20,229,46,96,
2.231,255,2,255,24,226,47,96,
2.231,255,2,0,28,229,32,96,
2.231,255,2,255,16,195,47,96,
2.231,255,2,255,20,226,45,96,
2.231,0,2,255,24,2,46,95,
2.231,255,2,255,28,211,46,96,
2.231,255,2,0,16,211,32,95,
2.231,255,2,255,20,213,47,96,
2.332,255,2,0,16,213,32,94,
2.332,255,2,255,20,212,47,96,
2.332,255,2,255,24,244,46,96,
2.332,255,2,255,28,214,47,95,
2.332,255,2,255,16,215,46,95,
2.332,255,2,255,20,215,45,96,
2.332,255,2,255,24,246,47,94,
2.332,255,2,255,28,214,47,96,
2.332,255,2,0,16,183,32,95,
2.332,255,2,255,20,230,47,95,
2.332,255,2,255,24,198,47,95,
2.332,255,2,0,28,212,32,96,
2.332,255,2,255,16,213,47,95,
2.332,255,2,255,20,217,47,95,
2.332,0,2,255,24,22,47,96,
2.332,255,2,255,28,244,46,96,
2.332,255,2,255,16,181,47,95,
2.332,255,2,0,20,214,32,95,
2.332,255,2,255,24,195,46,95,
2.332,255,2,0,28,179,32,96,
2.332,255,2,255,16,231,47,95,
2.332,255,2,255,20,230,46,96,
2.332,255,2,255,24,213,47,95,
2.332,255,2,0,28,230,32,95,
2.332,255,2,0,16,197,32,95,
2.332,255,2,255,20,213,47,96,
2.332,255,2,255,24,181,47,95,
2.332,255,2,0,28,198,32,96,
2.332,255,2,255,16,197,47,95,
2.332,255,2,255,20,215,47,95,
2.332,255,2,255,24,243,47,96,
2.332,255,2,0,28,231,32,95,
2.332,255,2,0,16,216,32,95,
2.332,255,2,255,20,230,47,95,
2.332,255,2,255,24,182,47,94,
2.332,255,2,255,28,228,46,95,
2.332,255,2,0,16,246,32,95,
2.332,255,2,255,20,198,47,95,
2.332,255,2,0,24,198,32,94,
2.332,255,2,255,28,197,47,96,
2.332,255,2,255,16,247,47,95,
2.332,255,2,0,20,211,32,95,
2.332,255,2,255,24,229,47,94,
2.332,255,2,255,28,180,47,95,
2.332,255,2,0,16,230,32,95,
2.332,255,2,255,20,216,46,96,
2.332,0,2,255,24,5,47,96,
2.332,255,2,255,28,246,46,96,
2.332,255,2,0,16,229,32,95,
2.332,255,2,255,20,229,47,95,
2.431,255,2,255,16,213,47,96,
2.431,255,2,255,20,168,46,95,
2.431,255,2,0,24,245,32,95,
2.431,255,2,255,28,249,46,96,
2.431,255,2,255,16,230,47,94,
2.431,255,2,0,20,233,32,95,
2.431,255,2,0,24,201,32,96,
2.431,255,2,255,28,198,47,95,
2.431,255,2,255,16,243,47,95,
2.431,255,2,0,20,216,32,96,
2.431,0,2,0,24,7,33,96,
2.431,0,2,255,28,8,47,95,
2.431,0,2,0,16,6,32,95,
2.431,255,2,0,20,215,32,95,
2.431,255,2,255,24,214,46,95,
2.431,255,2,0,28,183,32,95,
2.431,255,2,255,16,215,45,96,
2.431,255,2,0,20,215,32,95,
2.431,255,2,0,24,215,33,96,
2.431,255,2,0,28,198,32,95,
2.431,255,2,255,16,184,47,96,
2.431,255,2,255,20,230,47,97,
2.431,255,2,255,24,198,46,96,
2.431,255,2,255,28,200,46,96,
2.431,255,2,255,16,216,47,94,
2.431,255,2,0,20,200,32,95,
2.431,255,2,255,24,184,47,95,
2.431,255,2,255,28,197,47,95,
2.431,255,2,255,16,214,47,96,
2.431,255,2,255,20,247,47,96,
2.431,255,2,255,24,183,47,95,
2.431,255,2,0,28,229,32,95,
2.431,255,2,0,16,214,32,95,
2.431,255,2,0,20,230,32,95,
2.431,255,2,0,24,214,32,96,
2.431,255,2,255,28,232,47,95,
2.431,255,2,255,16,216,47,96,
2.431,255,2,255,20,218,47,95,
2.431,255,2,255,24,200,47,96,
2.431,255,2,255,28,200,47,95,
2.431,255,2,0,16,197,32,95,
2.431,255,2,255,20,215,47,96,
2.431,255,2,0,24,232,32,95,
2.431,255,2,255,28,214,47,95,
2.431,255,2,255,16,247,47,96,
2.431,255,2,0,20,215,32,95,
2.431,0,2,255,24,8,47,95,
2.431,255,2,0,28,231,32,95,
2.431,255,2,255,16,200,47,96,
2.431,255,2,0,20,232,32,95,
2.53,255,2,255,16,216,47,95,
2.53,255,2,255,20,232,46,95,
2.53,255,2,255,24,201,47,96,
2.53,255,2,255,28,202,47,95,
2.53,255,2,255,16,233,47,95,
2.53,255,2,0,20,249,32,96,
2.53,255,2,0,24,214,32,95,
2.53,255,2,255,28,185,47,95,
2.53,255,2,255,16,218,47,95,
2.53,255,2,255,20,167,46,95,
2.53,255,2,255,24,201,46,95,
2.53,255,2,255,28,186,47,95,
2.53,255,2,255,16,232,47,96,
2.53,255,2,0,20,248,32,94,
2.53,255,2,255,24,217,47,94,
2.53,255,2,255,28,201,47,96,
2.53,255,2,0,16,233,32,95,
2.53,255,2,255,20,232,47,96,
2.53,255,2,255,24,232,47,95,
2.53,255,2,0,28,200,32,95,
2.53,255,2,0,16,215,32,96,
2.53,255,2,255,20,170,46,95,
2.53,255,2,255,24,182,47,94,
2.53,255,2,255,28,200,46,95,
2.53,255,2,0,16,200,32,95,
2.53,255,2,255,20,201,47,95,
2.53,255,2,255,24,232,47,95,
2.53,255,2,0,28,201,32,95,
2.53,255,2,255,16,232,47,95,
2.53,255,2,255,20,217,47,96,
2.53,255,2,255,24,231,46,95,
2.53,255,2,255,28,217,47,95,
2.53,255,2,255,16,216,47,95,
2.53,255,2,255,20,215,47,96,
2.53,255,2,255,24,232,47,95,
2.53,0,2,255,28,10,45,94,
2.53,255,2,255,16,216,47,95,
